259	0	Tu Q
259	1	Vonderembse MA
259	2	Ragu-Nathan TS
259	3	Sharkey TW
260	0	Sulek JM
260	1	Marucheck A
260	2	Lind MR
261	0	Verma R
261	1	Youngdahl W
261	2	Mclaughlin C
261	3	Johnston R
262	0	Hume M
262	1	Mort GS
262	2	Liesch PW
262	3	Winzar H
263	0	Apte UM
263	1	Mason FM
264	0	Karwan KR
264	1	Markland RE
265	0	Sampson SE
266	0	Dilts DM
266	1	Pence KR
267	0	De Treville S
267	1	Smith I
267	2	Rolli A
267	3	Arnold V
268	0	Verma R
268	1	Louviere JJ
268	2	Burke P
269	0	Van Donk DP
269	1	Fransoo JC
270	0	Teunter RH
270	1	Flapper SDP
271	0	Cooke DL
271	1	Rohleder TR
272	0	Ketokivi M
272	1	Jokinen M
273	0	French ML
273	1	Laforge RL
274	0	Van Wezel W
274	1	Van Donk DP
274	2	Gaalman G
275	0	Griffith DA
275	1	Harvey MG
275	2	Lusch RF
276	0	De Treville S
276	1	Antonakis J
277	0	Boyer KK
277	1	Hult GTM
278	0	Shah R
278	1	Goldstein SM
279	0	Swafford PM
279	1	Ghosh S
279	2	Murthy N
280	0	Goffin K
280	1	Lemke F
280	2	Szwejczewski M
281	0	Jayaraman V
281	1	Klassen R
281	2	Linton JD
282	0	Linton JD
282	1	Klassen R
282	2	Jayaraman V
283	0	Matos S
283	1	Hall J
284	0	Quak HJ
284	1	De Koster MBM
285	0	Webster S
285	1	Mitra S
286	0	Kocabasoglu C
286	1	Prahinski C
286	2	Klassen RD
287	0	Karakayali I
287	1	Emir-Farinas H
287	2	Akcali E
288	0	Mazhar MI
288	1	Kara S
288	2	Kaebernick H
289	0	Boone T
289	1	Ganeshan R
290	0	Devaraj S
290	1	Krajewski L
290	2	Wei JC
291	0	Barratt M
291	1	Oke A
292	0	Harland CM
292	1	Caldwell ND
292	2	Powell P
292	3	Zheng J
293	0	Johnson PF
293	1	Klassen RD
293	2	Leenders MR
293	3	Awaysheh A
294	0	Persona A
294	1	Regattieri A
294	2	Pham H
294	3	Battini D
295	0	Power D
295	1	Singh P
296	0	Rosenzweig ED
296	1	Roth AV
297	0	Sanders NR
298	0	Zhou H
298	1	Benton WC
299	0	Klein R
300	0	Gattiker TF
300	1	Parente DH
301	0	Heim GR
301	1	Field JM
302	0	Finch BJ
303	0	Montabon F
303	1	Sroufe R
303	2	Narasimhan R
304	0	Klassen RD
304	1	Menor LJ
305	0	Carter CR
305	1	Stevens CK
306	0	Seawright KK
306	1	Sampson SE
307	0	Zwikael O
307	1	Sadeh A
308	0	Shah R
308	1	Shin H
309	0	Shah R
309	1	Ward PT
310	0	Dehning B
310	1	Richardson VJ
310	2	Zmud RW
311	0	Menor LJ
311	1	Roth AV
312	0	Koufteros XA
312	1	Cheng TCE
312	2	Lai KH
313	0	Khazanchi S
313	1	Lewis MW
313	2	Boyer KK
314	0	Jiang B
314	1	Belohlav JA
314	2	Young ST
315	0	Gonzalez-Benito J
316	0	Choo AS
316	1	Linderman KW
316	2	Schroeder RG
317	0	Theoharakis V
317	1	Voss C
317	2	Hadjinicola GC
317	3	Soteriou AC
318	0	Janssen A
318	1	Wanrooy G
319	0	Machuca JAD
319	1	Gonzalez-Zamora MD
319	2	Aguilar-Escobar VG
320	0	Bendoly E
320	1	Swink M
321	0	Meredith J
321	1	Akinc U
322	0	Das SR
322	1	Joshi MP
323	0	Rabinovich E
323	1	Knemeyer AM
323	2	Mayer CM
324	0	Molina LM
324	1	Llorens-Montes J
324	2	Ruiz-Moreno A
325	0	Smaros J
326	0	Avittathur B
326	1	Swamidass P
327	0	Swink M
327	1	Nair A
328	0	Sprague LG
329	0	Voss CA
330	0	Lewis MA
331	0	Balakrishnan J
331	1	Eliasson JB
331	2	Sweet TRC
332	0	Brown KA
332	1	Hyer NL
333	0	Singhal J
333	1	Singhal K
334	0	Singhal K
334	1	Singhal J
334	2	Starr MK
335	0	Skinner W
336	0	Lummus RR
337	0	Mabert VA
338	0	Jacobs FR
338	1	Weston FC
339	0	Heineke J
339	1	Davis MM
340	0	Chase RB
340	1	Apte UM
341	0	Watson KJ
341	1	Blackstone JH
341	2	Gardiner SC
342	0	Schonberger RJ
343	0	Holweg M
344	0	Karmarkar US
344	1	Apte UM
345	0	Ketchen DJ
345	1	Hult GTM
346	0	Miles RE
346	1	Snow CC
347	0	Holcomb TR
347	1	Hitt MA
348	0	Ireland RD
348	1	Webb JW
349	0	Mccarter MW
349	1	Northcraft GB
350	0	Morgan NA
350	1	Kaleka A
350	2	Gooner RA
351	0	Krause DR
351	1	Handfield RB
351	2	Tyler BB
352	0	Crook TR
352	1	Combs JG
353	0	Rogers KW
353	1	Purdy L
353	2	Safayeni F
353	3	Duimering PR
354	0	Ketchen DJ
354	1	Hult GTM
355	0	Bendoly E
355	1	Hur D
356	0	Rabinovich E
357	0	Modi SB
357	1	Mabert VA
358	0	Hendricks KB
358	1	Singhal VR
358	2	Stratman JK
359	0	Sila I
360	0	Naveh E
361	0	Power D
361	1	Terziovski M
362	0	Swink M
362	1	Narasimhan R
362	2	Wang C
363	0	Zsidisin GA
363	1	Smith ME
363	2	Mcnally RC
363	3	Kull TJ
364	0	Gattiker TF
364	1	Huang XW
364	2	Schwarz JL
365	0	Swink M
365	1	Song M
366	0	Boyer KK
366	1	Swink ML
367	0	Carter CR
367	1	Sanders NR
367	2	Dong Y
368	0	Sousa R
368	1	Voss CA
369	0	Huang XW
369	1	Kristal MM
369	2	Schroeder RG
370	0	Peng DX
370	1	Schroeder RG
370	2	Shah R
371	0	Scott-Young C
371	1	Samson D
372	0	Rabinovich E
372	1	Rungtusanatham M
372	2	Laseter TM
373	0	Davis-Sramek B
373	1	Mentzer JT
373	2	Stank TP
374	0	Germain R
374	1	Claycomb C
374	2	Droge C
375	0	Oke A
375	1	Idiagbon-Oke M
375	2	Walurnbwa F
376	0	Closs DJ
376	1	Jacobs MA
376	2	Swink M
376	3	Webb GS
377	0	Benner MJ
377	1	Veloso FM
378	0	Zu XX
378	1	Fredendall LD
378	2	Douglas TJ
379	0	Yee RWY
379	1	Yeung ACL
379	2	Cheng TCE
380	0	Goodale JC
380	1	Kuratko DF
380	2	Hornsby JS
381	0	Foster ST
382	0	Kaynak H
382	1	Hartley JL
383	0	Yeung ACL
384	0	Sroufe R
384	1	Curkovic S
385	0	Das A
385	1	Pagell M
385	2	Behm M
385	3	Veltri A
386	0	Schroeder RG
386	1	Linderman K
386	2	Liedtke C
386	3	Choo AS
387	0	Boyer K
387	1	Swink M
388	0	[anonymous]
389	0	Singhal V
389	1	Flynn BB
389	2	Ward PT
389	3	Roth AV
389	4	Gaur V
390	0	Sanders NR
391	0	Zhao XD
391	1	Huo BF
391	2	Flynn BB
